N,P,K,temperature,humidity,ph,rainfall,label
84.48788772394175,38.58616069067999,41.64106078806718,21.575186930767583,82.86310489362783,6.2450736523254315,276.16131634934106,rice
36.43141312985496,143.93308251915164,195.21054554170902,23.67043354415562,94.34369061553375,6.496826377368706,115.08042161978771,apple
32.87227566369749,30.963937522261876,34.376139844255796,31.374320333891585,50.0637221171282,5.4341169884384115,89.87754364645497,mango
23.277729494261834,23.004588553474385,26.845642121944298,34.69012688381701,50.9827131839262,5.1613220451068695,97.17994276322153,mango
35.10859940501413,68.59802276838036,23.18670866753413,16.780663024406362,25.288228997609977,5.582990117494623,75.75202487381188,kidneybeans
76.7844308961665,37.58656594110016,36.2282694410246,21.86584806061279,80.61371780827837,5.944988389584288,224.90421628745156,rice
71.86099894938694,41.45648783444853,36.10174888285143,26.522500099162645,86.93866118965,6.050957142724378,153.11635390104138,jute
18.56601741923354,78.4413684702265,18.80190355448915,20.246350720293137,23.363052179264685,5.892748756335402,139.72781518748107,kidneybeans
0.9139263666620414,27.591885637185552,36.40220454793436,24.054171687216797,93.21166178612738,5.681049886592324,105.46686176716733,pomegranate
125.67827783976617,36.67514571749455,21.976702896851936,25.875440927878277,83.9489205207261,6.61702952914743,76.32887234182763,cotton
0.37867353506357504,36.19421835967697,26.08673523541495,34.06491247243583,51.792561888990335,5.1181135060734,97.00700191561306,mango
118.63606976518179,21.199959690835318,33.95252421403244,24.36257183195991,64.73013088758404,7.220819141302212,119.67311478917733,coffee
108.7030598025076,23.290909356596035,24.900966570158285,25.07187935331445,68.52664697570805,7.002558157402708,195.27935073149084,coffee
117.69514317901063,31.269637910123095,34.07959043381005,27.535277097075575,63.01989058215893,6.137177875145092,182.06164639961332,coffee
34.07059501845865,59.44947407738351,25.32848187382364,29.689836250004042,85.17544652926786,6.799727750420302,40.83974025661788,mungbean
3.3161600483325424,20.61912185777714,40.93818006634932,24.27866167780158,94.04433459646118,6.530610848277255,104.75235580225915,pomegranate
20.404775071297603,20.137755188997172,31.386522745603003,25.648407372658642,99.67230730303669,5.853508875627916,166.27320840903297,coconut
83.63727701423466,36.92845545033664,41.95971343449086,25.466515614335894,81.2110731497351,6.686381065096072,169.9236254531777,jute
98.81825025052045,16.216682469744107,29.412734984640377,23.535502535496782,65.75157502471596,6.381294021676067,185.46543063079113,coffee
91.7167573576748,12.000338064839426,44.7256262177596,24.66450084366225,85.96163458241742,6.3529707896745595,48.3726551664274,watermelon
39.191190603346165,23.567611075326283,14.049941209114591,30.62870208718587,91.25308945212679,7.192697784203972,105.56541429138252,orange
34.66771778929108,48.59362701014757,15.334457462776562,27.09513864608616,86.60596848212764,6.98287592713454,54.546944165712,mungbean
31.060665341381302,48.627116161466525,45.07303527794708,40.86617665430893,92.73848537126396,6.542051178882645,132.91985186286217,papaya
19.39127721702072,128.97538077640777,201.22917614762764,23.428023141907524,92.01648769675657,5.589998466973592,115.62080487589031,apple
7.835064996664197,25.424646852512552,35.553842614669634,19.86648962312585,94.78745623414441,6.830153324063652,104.3008115858978,pomegranate
92.61123796567045,19.85093700061233,49.292432259157316,29.94048793021616,92.72070706144456,6.440882490265274,24.54046935175708,muskmelon
5.806990899957428,141.47286711498506,202.3375271390927,27.18405332036513,83.42830162948273,6.218160649244057,70.07670287671873,grapes
33.400032311073225,58.93473812249515,24.136420705099695,28.626036340417446,83.1709555231643,6.937201477059647,56.50681149567478,mungbean
8.18053745413535,26.106782426850057,26.62295178974461,25.71275772455134,91.87188353131766,5.699850406381872,211.56586055043186,coconut
9.723894998524898,44.14613863000078,22.938842064525787,31.09243512627527,42.957828991720255,8.030766044758906,58.29162598752745,mothbeans
35.122272472759484,62.86025317864728,76.4206046074707,17.80569940493898,17.51643175836159,7.7009997814141515,90.39956775457715,chickpea
113.13113515835751,33.32765020948012,33.044908107758395,26.057645069092658,62.168149677356354,6.553329809453664,153.32841681582676,coffee
27.611223819105856,76.08473350642144,81.33828632692263,20.480258607229437,14.187465314758075,6.650962334512381,84.00366615763963,chickpea
19.077080932477138,52.4680234287999,21.94663049098133,27.75870464426731,80.36264844989577,6.856531218929564,43.506898575372624,mungbean
51.92675515299536,70.98610995215425,16.357373036403885,27.701811169289197,68.46722018168649,7.062057925511096,71.55151736290402,blackgram
89.38543188983625,57.96264699389111,34.825406128203085,23.946617559960657,82.20982490123386,6.111144196471577,166.91212263596896,jute
30.43637140421745,65.10553620433704,25.51550936356042,32.89696191242313,64.49477233693284,7.710510429748762,71.48710747179163,blackgram
32.05778878776373,76.55856814543758,14.976245612349311,27.997539739110813,63.14709061504598,7.610938291828468,43.37286778108009,lentil
5.93555360839291,142.12425466594772,202.69824850024443,27.24609578882342,83.07336512243239,6.217482060314966,70.24535160449314,grapes
20.459436912341804,30.368523194031834,26.22572515226059,27.758198236385354,51.028517795548275,4.747535463543173,95.65433574808152,mango
29.311203651844774,6.314333905235739,14.956105212354476,33.26688622571721,91.04517187568246,7.8264989911596565,115.71547973819852,orange
95.65704813354415,85.84907726800732,50.59947989605094,29.913181410559258,76.61807754082679,6.25325765783605,91.7300370936729,banana
4.137999501543272,18.74871068127606,25.145535751947804,27.268500472793143,54.35089478048457,6.4508016648844375,97.21195676049784,mango
33.910474068604955,66.33432209057536,18.672103855834806,33.00646974192749,60.283403397894624,7.597861756750495,74.16448406091915,blackgram
78.07652784982407,50.20945146028239,43.03335271760482,25.22531822718398,85.59319504177785,6.345578001544223,159.98829293927923,jute
1.9070045493832526,72.11367620802403,18.031238698376487,26.61180575890323,61.052335696107654,7.826365194632257,50.64529177804295,lentil
24.196428985114135,79.68966052431624,22.325522389856054,16.659565176418813,19.359097854519405,5.635854693840371,97.57587044694411,kidneybeans
117.46345094259152,85.9032874908267,48.20971713265149,28.630793652009555,82.55868610657306,6.211907070641782,116.17775876088133,banana
16.911766837050827,69.80215228224272,20.242717254600752,24.746855631254693,40.277599537886985,5.609519445101114,122.09852423417303,pigeonpeas
29.053858555280403,20.724282350409123,44.15767369826735,23.334450358214887,92.90055285302333,6.745604027196167,105.58993499956212,pomegranate
106.57168383737626,11.920106812126177,45.29985201216286,29.511640014180948,93.51139768466976,6.549136274064118,28.135036979379976,muskmelon
39.464617905076466,59.45866019728652,22.679949681143036,36.865745794866946,62.67359956671031,5.259151910494492,164.30768205965606,pigeonpeas
83.75298751334742,27.161705306097293,29.378924787135258,23.358489735692856,53.14522690170174,7.180820021472206,167.95641120888956,coffee
16.400616706214606,136.3501921119032,195.26511753209172,23.891522615618957,90.27420833426743,5.874651961862845,102.98985869765914,apple
0.10238712614342224,74.39670233929705,16.62484853198131,23.335034329588833,64.49039311679208,7.2371308876559866,47.38171207028369,lentil
97.74498203664535,53.376766363006375,38.16323816670122,20.3287974408368,81.9054404757466,5.022304468292439,271.05211607703023,rice
24.830356063108432,59.05684257562786,19.437724570656815,29.03607125542298,83.74055729110182,6.641219879549319,43.040726669184544,mungbean
59.70402669429321,56.59074853851229,23.05857236670628,18.571883512114198,61.80091983191299,6.124538807487712,75.35343655714819,maize
19.638776989541263,128.88490111771807,200.88752871859043,23.425523734720297,91.48225367846467,5.5799058162311255,115.38398582394623,apple
63.70966405205268,34.90698238475261,22.82113536246582,22.935394449290403,61.66245025276785,5.680917253812435,63.47015321809625,maize
83.31097765648181,37.67942257590362,35.09202658587725,25.650796614785573,52.9110605881441,7.169492071753452,136.0207659351777,coffee
39.446604032888686,138.77422223421075,200.78279165289476,41.22740623858582,80.94199908825921,5.549242854658879,68.02373309500254,grapes
12.743287060170136,72.7125869634266,20.83711856969746,30.502397855109052,35.72690077418844,5.379342004706778,162.92967132161795,pigeonpeas
34.07664421429045,8.581245562094498,36.56264291403286,22.750695590249393,86.26659801650423,6.291906762952739,110.55875113089084,pomegranate
79.11448585587341,40.116473273606104,37.59864591129599,26.465806494660452,83.75921874169154,7.561229281590333,247.76485272809828,rice
89.12768165876881,54.21144344184541,38.12669745837094,24.512562703671566,83.31715840780663,6.6805015972686075,230.40706857934364,rice
21.76401366493124,42.603431524361746,23.808121354058514,25.46187787802336,53.17932390212141,4.525006625830458,46.37963664576088,mothbeans
119.89289509415701,48.69173747332928,16.4526144560799,22.488556023363213,75.56929988394228,7.450147162664347,71.31627975890792,cotton
77.35409098475179,47.47881558042598,22.470368632741145,23.00454109097866,62.808620425801735,5.583264079755765,70.6864115421164,maize
94.43192015715199,70.24291398524339,48.52582930344975,25.108403027808134,84.90507361136288,6.193827729056374,91.37392865492275,banana
32.19600616987188,61.571628468449326,24.424542627598626,20.096492370278977,48.750037974825524,4.572817668898202,123.03338973399426,pigeonpeas
91.42421522938753,35.18523076860016,38.16577126248793,24.820321064392072,80.49379215874424,6.12020272685964,184.57395455593877,rice
8.714055473379242,132.55774990267608,195.18705480940037,20.506418380049443,80.99802199839301,6.453357005438729,71.3380026001675,grapes
28.52960711804464,75.5648642963908,76.111395156751,19.69344934531336,18.811879675886,7.071705115595777,88.57886039676909,chickpea
110.6423716381771,5.755486317559625,53.10111791206189,26.5247233744449,88.3303716996903,6.319034628045099,46.76762512207394,watermelon
1.1923103955962429,48.146662752430466,24.24654769696063,29.363120858416472,85.40479873245431,6.236390032187427,59.1123431843262,mungbean
89.30033773345146,39.120198092127296,37.15004654808602,24.866544422369955,81.92102424293688,6.855026723785405,191.77533881372798,jute
8.250892015585869,119.8373101181549,200.63040545691192,21.208498692264328,91.2582145178562,6.331481345425497,122.72942593943401,apple
-0.09577732868183678,11.736579519032233,7.066775320200916,20.22460450825938,90.84075852127515,6.9715694853566434,116.63284498877485,orange
7.865432211300649,25.38472929417653,25.59044695727538,25.560736667114252,91.66567773406636,5.693277246565387,212.72085744838736,coconut
14.063909490490587,131.30366255479322,198.49342351181738,33.5010355764615,83.70658137245766,5.566905488620054,67.3135261086617,grapes
22.75912519457913,72.15262098047076,83.79749656219374,19.048187016657522,17.492648411190146,6.922003635794211,79.49749584252999,chickpea
77.69121929703705,45.60242422951108,42.62165985861935,23.072815173925836,78.24037891889887,7.087781376255535,156.040950031616,jute
35.53005011699594,130.89945441535585,202.4305036513652,22.408981626333343,94.00163371904392,5.897250242237726,102.1730827403295,apple
33.890100787771495,68.14856133687861,50.886532108637105,27.35532817070523,94.18166499334124,6.679694721072724,40.34956578568836,papaya
15.807002539646378,9.99456636827942,41.58969990522417,24.768891961154317,85.416781673126,6.746041951956562,104.52304313533178,pomegranate
117.40868254534077,76.03108012222319,46.51940434833911,25.53066427028151,77.87627411299658,6.124401409735068,92.97726772366407,banana
92.27090773432217,81.18239913102448,51.530708491414224,28.026948899494975,76.87807246055749,5.884154682278446,103.98698103704382,banana
26.256798422373084,56.61166327407913,24.161870606034014,27.314563843385667,43.188250915332645,6.10093384391924,141.64438127386214,pigeonpeas
127.01549677773455,52.63782352267872,22.809482154201792,22.099787278242996,75.89892498149098,6.118413206080848,70.90214275713495,cotton
14.212725133108663,139.33148133266084,197.60429579708534,21.738599046736315,92.7535323832241,6.067844157131114,122.11088215680925,apple
66.278946240278,54.125042904784344,20.72981635192932,25.26258357741422,59.79970227852417,5.916384848246869,72.48145990560597,maize
107.21006833953713,87.98029936117251,54.6852450887661,26.3093140498671,82.90416071187245,5.883923320382444,113.96079372851635,banana
30.09768721898063,142.45471119764593,198.8550134788733,23.803848009746808,90.46242454678634,5.790182223259906,102.19706829338939,apple
2.087354265564475,129.15341796460928,200.67278135590794,22.854331772859794,94.55710491535959,5.677606864328846,121.875032195209,apple
56.85676281672985,55.999404029686985,78.32592690708427,17.380213288801695,18.49071389330142,8.863246947257165,69.3679028839055,chickpea
86.84714146118007,24.64636627517539,45.87466235625898,27.356907745632547,90.34023758761373,6.369814458319201,21.398119310137826,muskmelon
19.426790463895223,6.8317531664918825,9.356672325206846,14.818833582233498,91.28923728396347,6.120763657403066,99.57070968013147,orange
19.092394029189748,60.3610373504087,78.4516124802352,18.265747118086434,14.758921474888975,6.369359176692386,90.90987477890666,chickpea
29.256067449071733,16.953895986745117,28.596371624424105,29.140181469746604,95.72992609535648,5.963377477285181,211.3640550015507,coconut
32.10297715166293,55.25850971917232,51.779833324106036,37.63704452940968,91.65936881576765,6.970996796423243,160.1829607584373,papaya
19.25587247230561,57.1188637149673,23.41623946086089,23.693757696853407,47.49852673192746,7.347286292009318,141.6500726480162,pigeonpeas
119.46244811878128,24.600952934913963,50.51770360083084,28.003406624772914,94.79608898243666,6.319623644714342,21.370535289390702,muskmelon
9.869238183516055,8.472568081836275,15.216366262723456,14.252293350923374,94.54889389164732,7.994556262688839,109.83191539940097,orange
20.02247494474908,49.79697034348922,21.389797842040963,31.12964582887487,46.67348518247753,9.407239406302908,38.58323672735859,mothbeans
26.81523552055045,60.82198100754413,17.843106848850017,33.27711584905625,67.1408283496618,5.2599338954740835,108.9173327637246,pigeonpeas
33.556874062963686,45.27168670213177,21.158062558215573,28.17350257839017,82.58702262138176,6.291415168422405,37.35077910614557,mungbean
12.73012514745827,60.02699563458186,24.566408949426226,17.14154488672631,20.60157594805999,5.688349546979144,126.83825643705181,kidneybeans
25.24229720876334,6.615354871551647,35.419028835572654,28.47238891113994,99.00682654777218,5.555945574915709,189.76245651561243,coconut
75.00310809410352,53.81111175258267,37.65432498091501,25.636804798450726,83.35751752064392,7.1279731510325375,216.94491944409074,rice
40.00008625075922,44.51552620185697,20.266366287950937,29.34167325280686,57.61304011731271,6.864837094699873,38.10307777426707,mothbeans
100.2800975011622,41.257810495962694,20.854279532792617,22.352240196640917,84.83237243883524,7.319705103715043,93.14427137067212,cotton
73.83254202520017,48.49776940882635,16.34424311162316,21.69331603762231,60.08026150644727,6.423615413923875,68.29142195560307,maize
28.943105199256706,17.272923772245136,29.380222841243093,29.20659649844625,96.02484831571347,5.96157708452198,211.37904807794104,coconut
102.04754727555157,25.129484654762333,49.9166337558665,28.216567083035706,93.25646229185045,6.108847243179824,19.996293098485577,muskmelon
40.19629487302592,54.78122353768389,18.46920773649591,30.366833127240255,40.26130431814533,7.114499701805085,48.01589695602199,mothbeans
90.06381262873956,48.340809370055936,44.82283498809623,24.035088777655194,71.2805099398339,6.500454267855221,153.37689955696763,jute
86.34488894923773,35.82267521652279,24.53388948838579,26.44657572832815,72.99330779221269,5.772103075436457,72.32804411565736,maize
29.043918151772946,71.1488577650918,17.261406464142976,22.053341442922402,62.06492018472756,6.384447813254363,54.02613863922013,lentil
12.459055033137785,120.16550903498441,196.22658105443304,22.23024060459132,93.56979616993087,6.437651913183875,121.60954732427113,apple
97.6414038925976,22.055068349359104,25.029535780162703,23.549926285335935,59.19784394781718,6.081433785901721,183.58710120682414,coffee
60.13508863617019,54.93226111272137,36.91223691610001,26.06016789390163,80.71592683882342,7.133418730925819,150.60694498168195,jute
15.265908331257206,133.18703363744865,198.93933522371375,24.015485207108263,91.75802289236387,5.811606892251061,117.37184577819548,apple
9.215824919990386,139.0010849386313,198.14176806347476,23.30051398619037,94.53211998266248,5.868271595251923,105.9206000359445,apple
12.078972161605671,141.9254062128142,203.63277045951776,31.322347020137588,82.74075071095041,5.958392562323522,64.13371168428564,grapes
85.93009762337627,95.04937915723676,49.49635078861773,27.904907185476958,78.17443984584693,6.443441587725254,108.44011706044921,banana
7.112916012544271,22.915042139727824,34.286798980999535,19.730439826779506,89.21006835756812,7.048029472865667,102.20094423528445,pomegranate
7.341560013198562,40.16541044063693,16.722262170971682,31.158235730108057,41.127298433697,8.533346404686917,53.51064554798076,mothbeans
18.690427765015137,50.65715099891208,24.40539627839936,26.91161739425233,48.1623432622568,3.5219185292241657,43.968397845804894,mothbeans
1.724672069777863,130.72173101664578,199.59568655685356,22.59546773146938,91.3327463805186,6.0120258230269075,123.91243587987488,apple
77.8236194532612,49.889267051918196,43.367601801342175,25.237061060397576,86.0155929119095,6.351226505158493,159.24241066115576,jute
3.1265720804900807,56.41441516920945,16.665131463990644,28.214243818544382,53.49318906597371,8.70064213849542,52.03633038112345,mothbeans
12.507350077623887,4.23000048172461,8.34312653774835,23.929309004661427,90.36493933430336,7.4679296341638,104.31007550274961,orange
38.968053994809296,16.612348804294864,44.94627582755779,18.18859220551446,90.3331605468223,6.924792959264916,104.0383562968293,pomegranate
40.38965184465071,63.75227271232011,15.844537839218114,16.408624650227182,24.57172752541938,5.930738425479352,140.0377664023148,kidneybeans
37.90519118378118,51.29296805517148,51.62877854696048,32.655521632496395,90.48035923057854,6.918028210475126,78.94060156943941,papaya
18.517076373968443,16.811960192500305,40.19635016611566,24.788938735315707,85.21755288970846,6.734246747862835,111.23561756904915,pomegranate
27.606119755137904,56.650082904705734,17.547311961818554,30.503362422266978,61.58669412375772,9.404640067514228,60.975409681592566,mothbeans
22.18301863836962,63.66438690901391,81.81722695546469,19.39609087141461,17.209495367672837,6.464754680070649,87.89313411654561,chickpea
83.5148848863035,78.91126503426348,54.168806170661995,25.092752414130587,83.22811189058935,5.561487855298193,98.14985707114252,banana
92.84620963574206,53.522664832438224,37.90229980710155,26.905883866099785,81.87786349713184,7.06268874174701,290.6879592187081,rice
68.04705321591118,56.60475505494122,41.78648132800185,26.05762315218587,80.37027942413958,5.7127847494893675,183.83737884206155,rice
85.51036505045883,39.25154592136308,42.38719868884618,26.16968198014973,71.60998739746206,6.43662419857572,192.93770013150902,jute
5.5883507350701445,143.62814159726136,197.45769787544995,21.15161911416904,90.20140689815955,5.567439440790447,103.5600301307037,apple
33.82232014967636,65.74085901260887,18.68958134004405,32.8345452273016,60.27719950694509,7.593917013164463,73.46011059842635,blackgram
14.406043570946972,48.19583013852302,20.716444838590846,29.19875011706905,84.79568919317879,7.000481414780985,53.157458288682186,mungbean
25.3045900807719,70.30153506222663,16.98487835097752,19.654432179110152,18.637234784250204,5.740045426339209,105.85847009067935,kidneybeans
35.98908311657298,66.95893983371649,19.704303301721694,17.00612442321249,23.855217120550503,5.856720202453711,81.52599737528637,kidneybeans
22.19647359929542,79.5184736435066,17.271246927683528,21.409394312992223,20.265762749777604,5.920816368704791,116.26876639362133,kidneybeans
57.74635454486347,51.271552176834035,46.123346802687415,42.14672220637969,91.74583293161862,6.754167654888976,196.8856608712479,papaya
118.4376304887638,18.742408921731926,55.77677666122296,25.202868039007242,83.61520071419197,6.8242429392220485,46.94426361972022,watermelon
78.08967720825987,57.82753304622002,15.379156579538398,25.069822842343747,67.49675636516268,6.520534701794636,62.72691122987428,maize
100.3976372205174,13.226005454678571,48.78839106946027,29.44793248584741,91.44914836552702,6.3784463707185415,25.475388951536985,muskmelon
90.24567849514223,15.014838708113555,52.00072076964474,27.041585172541904,91.27845282343787,6.449885668852992,23.49744404459049,muskmelon
41.85545417416141,59.90516138852291,47.3059101181614,33.44652956458034,92.39141417368639,6.838870066499253,136.9588838768118,papaya
31.16943841775257,24.956245240469897,12.299735083774085,18.096198580219117,90.1547880042707,7.012837186405623,111.30601129757038,orange
32.70378599807214,42.60387254218067,21.926596575658667,32.008171554684765,54.06594604074068,5.287863888025422,70.90004178670195,mothbeans
59.63412506473553,38.27686399934469,17.534365224275163,18.429443729628773,64.09355064367448,6.473888626367869,76.26340427171026,maize
25.267182352641928,63.57728412449401,20.098250072032545,15.773413089623748,21.33203517323802,5.496832304838388,95.75721841068378,kidneybeans
111.37596924984881,53.126197668427025,19.23153470203351,24.00268737402529,78.03091581120489,6.424604442937114,84.2936187332221,cotton
1.5730177670732826,123.33892912799728,205.33183694965217,22.26861651053099,90.4970233029695,5.736147382593336,125.2578691951939,apple
19.773549354810086,60.284880717066855,24.607932208877873,27.300593761423524,69.35577490944331,6.719450593691654,61.281815635824834,blackgram
35.528661820464976,69.14565877893058,23.41178425662059,16.722826056102207,24.854439318840484,5.562951872774981,75.50747297595447,kidneybeans
6.47754824533473,122.67339970195987,202.94509197720964,12.792742768012106,81.70698992167014,6.12039340808774,67.0442236256577,grapes
120.81078409203532,35.851783619397594,23.53376631630535,23.637602032699117,81.92939343973222,7.356992882746714,98.48155842489018,cotton
83.1347561191359,41.17651352445311,43.450211408250226,21.00981694403185,82.78133312571843,6.263222918773808,233.44031346237375,rice
94.04821684820024,53.26830333278821,40.129251550598056,20.33958408060599,83.16627224206397,5.726926456938665,242.73507127514756,rice
10.08725559246342,17.922937828437142,35.23349190833904,27.760813333327434,99.5949192096387,6.379663789665552,181.35932525054096,coconut
41.264524543940304,62.02563073879206,14.940052887011127,29.36668816280013,64.13224196561589,7.347936317220561,65.63721231561979,blackgram
29.03553961752138,69.91316036053705,13.950091675337369,30.316248613496334,63.45804925906306,6.883845025674257,73.35012948411428,blackgram
9.193172860114972,59.893057930249995,23.626252825990743,32.03065933685318,57.04932261007919,6.2597977549879875,64.79660694312132,mothbeans
22.726281988907925,138.0159223869802,195.06092242043175,22.480399934538962,91.51593782994541,5.798740195364546,124.18004757497148,apple
51.35703668677947,62.718471770237905,18.733681177461534,29.655062902743047,68.18589376047751,6.9304647879032695,67.32170449047577,blackgram
58.48909182484085,59.910669003426165,83.81070917381585,19.065175404648187,18.94157465629978,7.685039636381548,93.94462926621549,chickpea
21.728229709914903,44.02001001352699,24.03666555037097,24.264351695784633,56.27431344453899,6.039249835059697,58.72106393918217,mothbeans
99.80666097979099,74.07118944685081,51.99734204938276,25.469362838693236,81.81452883190747,5.8408824332215366,96.1918170375668,banana
85.71164208918852,18.071065139294802,44.73323425218682,28.980111971181643,90.2049332401529,6.562789571497386,22.161528768254833,muskmelon
1.604983744401512,30.405212086614778,30.074111890920058,25.99512563375851,95.12119632125656,6.335072135629091,209.16732432309973,coconut
61.48161191546599,63.95335761067944,51.75247329243017,43.289160072942806,92.4267049905209,6.634899297948595,110.59766227758556,papaya
89.2152856671086,59.8281514703686,18.5939833623711,25.19580126674047,66.80797993379731,5.906048223587231,77.78448720208931,maize
36.9574494391743,64.95772967074518,16.283275057775693,22.803373144077504,18.999646250152043,5.680768372582026,62.78412062020144,kidneybeans
135.6814037482751,35.86374032973766,19.926169305363253,23.038954662614454,84.99026618155199,6.925693325278454,71.33494794174764,cotton
126.4370320686319,53.076276470958156,23.88133796484581,22.197895581642637,76.6826878023538,6.12842031145058,71.14961673659217,cotton
30.062775616426663,13.090571632288304,25.762360749775066,27.14582673003882,91.95729296667648,6.411619636263958,164.66373787765232,coconut
1.1189186795285342,34.981673963575986,33.65991579022981,30.92432056395949,46.24202072645101,6.2596825745492435,92.81070268581577,mango
113.81323611590336,20.041848638998555,26.048553546178418,25.484363861922727,62.86912443859422,7.265937720606439,194.05398693926747,coffee
65.4455996987548,60.13052101418174,37.1574057406093,22.09781207824582,83.23123726859863,6.370620262271617,232.26295722576475,rice
8.497731484157287,24.861231399526186,41.15012947092971,24.80630411791069,91.88545141288743,5.972308422956847,109.42741115755926,pomegranate
109.85044931983869,21.016159279116785,54.495854944392725,26.776967402791254,87.91873885096543,6.746841288165448,47.15372079497633,watermelon
22.082281355778317,7.610272153068179,32.97187198852747,26.139835155825963,91.29772648679987,5.850991856079291,133.40684748727926,coconut
0.26219655574384687,65.03401362841907,23.772849771390693,28.516018474715892,62.448797585437376,7.832612705419077,53.4268444002697,lentil
9.653026565172064,60.315150098055966,20.92056372938008,29.95068329773826,67.75426299090886,7.515369550217528,40.120951249558374,lentil
25.080846499147643,60.000962644759085,21.499622645938782,21.675398023620414,20.745369315678136,5.884416842139196,133.8086404689143,kidneybeans
130.90314906186245,37.81514720607763,19.07244942510016,23.887340322182226,75.84066456663545,6.827256555175936,88.84536057350809,cotton
4.347848186044448,18.625111095510352,43.3742484546922,18.163162716802212,93.24954296808329,5.769805363276204,107.40142986551044,pomegranate
26.248082244625795,18.370696757751695,30.07981876707703,32.04596259637392,51.32360398177891,6.340173724710962,97.37113328069961,mango
26.29729370065122,73.86507595622436,19.554196021608607,24.71411931070467,60.0501746755018,5.854037258630803,91.87641425766833,pigeonpeas
16.244440515868266,56.53838068699666,17.673949375651123,33.82979378094333,39.86754235040955,7.445478337763872,176.32451842036468,pigeonpeas
58.290611083414525,54.935130084279706,46.72334183646346,26.04601310781431,93.51399984429248,6.745630988158796,241.053545492843,papaya
42.262705929349494,60.82933454811638,21.998694627575713,26.282397333583084,62.31716846025987,7.412763975665995,70.3179603213419,blackgram
32.14477900719874,129.70384159926277,195.3541101779272,40.67273449341666,81.58123675641019,6.369671572936753,73.98858677744963,grapes
28.82069205716818,24.99358179200846,35.0815507979563,28.283396275196143,91.82392004101203,5.536052727651247,160.91290045727314,coconut
13.821124798197062,55.08274791820117,15.453945102473407,27.470887571950914,55.16326128205166,8.058641213951905,73.51828483152292,mothbeans
126.28279827161487,36.82811656814284,21.445097592445986,25.853075332610292,84.58857909413098,6.618059963295298,77.501983270033,cotton
35.285090220005955,57.11917895969573,83.88005776290858,19.49314041205966,17.379697052124886,7.477985549562292,81.54784952903354,chickpea
113.15983822946528,32.74435314326034,34.88442307878346,25.98558278501372,62.1501883584718,6.554860186317061,153.23845445306935,coffee
78.46690542592754,49.899900115951006,43.33675030655591,25.095929848010275,85.79208350420694,6.345795094587801,160.41762647137688,jute
3.49876255801618,43.47863801561469,18.10382631695726,29.057927796663076,60.93432481063928,8.850754901436401,73.56767002844124,mothbeans
87.86511943552023,28.44186272176157,50.73699663952877,24.774056008085932,88.76662351340742,6.090276935550488,49.55043528476441,watermelon
22.35154275382108,54.481503569707165,16.646950817517883,20.970073350711615,70.17872232411793,5.116433966975803,184.9716780718851,pigeonpeas
92.23414893758512,6.923147696621271,47.79968019626161,26.33050893492507,86.63882206665197,6.948186030100537,54.83602674702769,watermelon
21.99678504790253,22.42606714021451,44.72047739742469,20.21824082850828,89.26380851929868,6.141262769991001,107.0998544598227,pomegranate
31.386275003186036,55.26262161947588,52.629463499383675,37.64873250257486,92.1061655531936,6.968303062984919,159.4720193867231,papaya
38.37415951866131,14.332488490536717,31.21869898821631,26.90799014256526,91.71658817615607,5.575115605082232,194.4701992464197,coconut
8.303888909666377,27.58861999632478,36.390552549581166,23.95080570723006,86.62885233566641,6.080550962906144,108.45476199548838,pomegranate
-0.015955066947514016,21.122372026908685,31.921568755555402,35.920331957731044,54.5168003200113,6.425920348753415,91.91583636342823,mango
20.25008110642176,7.1387389912535095,8.401012103365117,29.477673949188365,91.27240201623987,7.135098948290531,111.53732208107543,orange
87.8182274487739,35.00367794740752,35.073967528493085,27.591049897399486,58.54761435060447,6.795278488034685,118.08592799414875,coffee
111.10988555500971,5.062514546797391,46.95771029579037,27.97989444135092,91.10901707203642,6.2643890766163,20.7297308459111,muskmelon
35.56926745250379,6.96223958200888,36.94173021384237,19.856838057557603,86.75193757684116,5.788273491705546,106.66277373468591,pomegranate
30.641102880381325,30.19069243030851,28.059867732759,26.550987883480957,90.44498997265795,5.558321522911589,178.89646289664842,coconut
43.93198029053364,73.88154802345036,85.1792046339654,20.190609879087514,19.605337929560108,7.147049545544114,77.66563526878377,chickpea
12.958267100112993,66.65892121726691,18.34448429175606,30.48418879207179,35.00098136426464,5.376959312793603,177.55210348912533,pigeonpeas
38.42695983062739,23.840987356698705,33.01222684339771,28.312109097512927,96.85155784592303,5.975324823355306,142.3991889913893,coconut
30.082732229381076,137.13481796370104,200.27395958527376,22.929840368235862,90.29004072885857,5.600705119408623,119.38738300512354,apple
60.93285798666713,50.7290157290475,50.824602260669636,39.272024797565514,94.31175453393575,6.575362670716876,120.87935905055787,papaya
51.89588523316918,65.45363117132713,20.928055296215565,32.77813663384213,66.2910461166435,6.819282665977126,68.19634977558763,blackgram
36.89681541396622,71.48204191990176,16.15616226253721,26.231453526711697,68.157334346321,7.324301372528146,46.41861732466779,lentil
84.50486589689427,25.13617423491881,46.718076051566015,26.126340038505344,87.42157742055954,6.282320147001627,58.847547797809234,watermelon
60.834722626317024,59.87832528619804,15.016200090667764,24.830535559653708,68.74564365186704,6.265014493310207,91.11009471263351,maize
